SIRE,DAM,MATE DATE,?  ID,DIST,BEANS,DISP. DATE,?,?,FREEZE DATE
1,1,2016-OCT-27,1,115,5,2016-NOV-26,10,13,2017-JAN-03
1,1,2016-OCT-27,2,114,3,2016-NOV-26,3,3,2017-JAN-03
1,1,2016-OCT-27,3,113,1,2016-NOV-26,4,2,2017-JAN-03
1,1,2016-OCT-27,4,112,5,2016-NOV-26,9,9,2017-JAN-03
1,1,2016-OCT-27,5,112,10,2016-NOV-26,6,11,2017-JAN-03
1,1,2016-OCT-27,6,112,1,2016-NOV-26,5,1,2017-JAN-03
1,1,2016-OCT-27,7,119,3,2016-NOV-26,10,8,2017-JAN-03
1,1,2016-OCT-27,8,111,10,2016-NOV-26,18,16,2017-JAN-03
1,2,2016-OCT-27,1,126,3,2016-NOV-26,14,12,2017-JAN-03
1,2,2016-OCT-27,2,123,3,2016-NOV-26,1,1,2017-JAN-03
1,2,2016-OCT-27,3,120,10,2016-NOV-26,19,7,2017-JAN-03
1,2,2016-OCT-27,4,116,10,2016-NOV-26,10,8,2017-JAN-03
1,2,2016-OCT-27,5,114,1,2016-NOV-26,5,2,2017-JAN-03
1,2,2016-OCT-27,6,114,5,2016-NOV-26,9,8,2017-JAN-03
1,2,2016-OCT-27,7,108,5,2016-NOV-26,9,9,2017-JAN-03
1,2,2016-OCT-27,8,113,1,2016-NOV-26,1,1,2017-JAN-03
1,3,2016-OCT-27,1,114,5,2016-NOV-26,1,1,2017-JAN-03
1,3,2016-OCT-27,2,94,3,2016-NOV-26,2,3,2017-JAN-03
1,3,2016-OCT-27,3,117,1,2016-NOV-26,1,2,2017-JAN-03
1,3,2016-OCT-27,4,134,10,2016-NOV-26,1,2,2017-JAN-03
1,3,2016-OCT-27,5,127,5,2016-NOV-26,10,14,2017-JAN-03
1,3,2016-OCT-27,6,120,10,2016-NOV-26,2,1,2017-JAN-03
1,3,2016-OCT-27,7,120,1,2016-NOV-26,1,1,2017-JAN-03
1,3,2016-OCT-27,8,119,3,2016-NOV-26,8,10,2017-JAN-03
2,1,2016-OCT-27,1,115,3,2016-NOV-26,1,1,2017-JAN-03
2,1,2016-OCT-27,2,115,5,2016-NOV-26,1,1,2017-JAN-03
2,1,2016-OCT-27,3,114,1,2016-NOV-26,1,1,2017-JAN-03
2,1,2016-OCT-27,4,114,3,2016-NOV-26,1,1,2017-JAN-03
2,1,2016-OCT-27,5,114,1,2016-NOV-26,2,4,2017-JAN-03
2,1,2016-OCT-27,6,115,10,2016-NOV-26,16,18,2017-JAN-03
2,1,2016-OCT-27,7,116,5,2016-NOV-26,14,14,2017-JAN-03
2,1,2016-OCT-27,8,119,10,2016-NOV-26,1,1,2017-JAN-03
2,2,2016-OCT-27,1,98,3,2016-NOV-26,9,7,2017-JAN-03
2,2,2016-OCT-27,2,117,10,2016-NOV-26,3,8,2017-JAN-03
2,2,2016-OCT-27,3,118,1,2016-NOV-26,4,8,2017-JAN-03
2,2,2016-OCT-27,4,120,5,2016-NOV-26,1,1,2017-JAN-03
2,2,2016-OCT-27,5,121,3,2016-NOV-26,13,5,2017-JAN-03
2,2,2016-OCT-27,6,96,10,2016-NOV-26,3,2,2017-JAN-03
2,2,2016-OCT-27,7,125,1,2016-NOV-26,1,7,2017-JAN-03
2,2,2016-OCT-27,8,NA,5,2016-NOV-26,NA,NA,2017-JAN-03
2,3,2016-OCT-27,1,9,5,2016-NOV-26,11,15,2017-JAN-03
2,3,2016-OCT-27,2,12,1,2016-NOV-26,3,2,2017-JAN-03
2,3,2016-OCT-27,3,15,10,2016-NOV-26,20,24,2017-JAN-03
2,3,2016-OCT-27,4,15,3,2016-NOV-26,5,17,2017-JAN-03
2,3,2016-OCT-27,5,20,5,2016-NOV-26,24,11,2017-JAN-03
2,3,2016-OCT-27,6,40,10,2016-NOV-26,12,20,2017-JAN-03
2,3,2016-OCT-27,7,7,1,2016-NOV-26,3,5,2017-JAN-03
2,3,2016-OCT-27,8,11,3,2016-NOV-26,15,13,2017-JAN-03
3,1,2016-OCT-27,1,71,5,2016-NOV-26,9,11,2017-JAN-03
3,1,2016-OCT-27,2,70,3,2016-NOV-26,1,1,2017-JAN-03
3,1,2016-OCT-27,3,69,1,2016-NOV-26,4,2,2017-JAN-03
3,1,2016-OCT-27,4,67,5,2016-NOV-26,1,1,2017-JAN-03
3,1,2016-OCT-27,5,64,1,2016-NOV-26,8,3,2017-JAN-03
3,1,2016-OCT-27,6,63,10,2016-NOV-26,2,3,2017-JAN-03
3,1,2016-OCT-27,7,62,10,2016-NOV-26,7,10,2017-JAN-03
3,1,2016-OCT-27,8,62,3,2016-NOV-26,11,5,2017-JAN-03
3,2,2016-OCT-27,1,69,5,2016-NOV-26,9,7,2017-JAN-03
3,2,2016-OCT-27,2,67,1,2016-NOV-26,5,8,2017-JAN-03
3,2,2016-OCT-27,3,63,5,2016-NOV-26,20,16,2017-JAN-03
3,2,2016-OCT-27,4,61,3,2016-NOV-26,15,10,2017-JAN-03
3,2,2016-OCT-27,5,57,10,2016-NOV-26,32,26,2017-JAN-03
3,2,2016-OCT-27,6,67,10,2016-NOV-26,1,1,2017-JAN-03
3,2,2016-OCT-27,7,82,3,2016-NOV-26,3,12,2017-JAN-03
3,2,2016-OCT-27,8,79,1,2016-NOV-26,4,2,2017-JAN-03
3,3,2016-OCT-27,1,47,10,2016-NOV-26,1,1,2017-JAN-03
3,3,2016-OCT-27,2,74,5,2016-NOV-26,13,23,2017-JAN-03
3,3,2016-OCT-27,3,66,1,2016-NOV-26,1,1,2017-JAN-03
3,3,2016-OCT-27,4,76,5,2016-NOV-26,10,7,2017-JAN-03
3,3,2016-OCT-27,5,73,1,2016-NOV-26,6,6,2017-JAN-03
3,3,2016-OCT-27,6,58,3,2016-NOV-26,13,10,2017-JAN-03
3,3,2016-OCT-27,7,58,3,2016-NOV-26,2,3,2017-JAN-03
3,3,2016-OCT-27,8,74,10,2016-NOV-26,3,3,2017-JAN-03
4,1,2016-OCT-27,1,19,1,2016-NOV-26,4,2,2017-JAN-03
4,1,2016-OCT-27,2,21,10,2016-NOV-26,1,1,2017-JAN-03
4,1,2016-OCT-27,3,19,10,2016-NOV-26,24,24,2017-JAN-03
4,1,2016-OCT-27,4,19,3,2016-NOV-26,9,5,2017-JAN-03
4,1,2016-OCT-27,5,19,1,2016-NOV-26,6,7,2017-JAN-03
4,1,2016-OCT-27,6,23,3,2016-NOV-26,9,9,2017-JAN-03
4,1,2016-OCT-27,7,21,5,2016-NOV-26,23,24,2017-JAN-03
4,1,2016-OCT-27,8,15,5,2016-NOV-26,1,2,2017-JAN-03
4,3,2016-OCT-27,1,9,10,2016-NOV-26,8,7,2017-JAN-03
4,3,2016-OCT-27,2,7,3,2016-NOV-26,1,3,2017-JAN-03
4,3,2016-OCT-27,3,8,5,2016-NOV-26,12,8,2017-JAN-03
4,3,2016-OCT-27,4,5,1,2016-NOV-26,1,2,2017-JAN-03
4,3,2016-OCT-27,5,15,3,2016-NOV-26,10,9,2017-JAN-03
4,3,2016-OCT-27,6,15,5,2016-NOV-26,5,3,2017-JAN-03
4,3,2016-OCT-27,7,13,10,2016-NOV-26,19,19,2017-JAN-03
4,3,2016-OCT-27,8,12,1,2016-NOV-26,3,2,2017-JAN-03
5,1,2016-OCT-27,1,8,3,2016-NOV-26,4,5,2017-JAN-03
5,1,2016-OCT-27,2,28,5,2016-NOV-26,11,10,2017-JAN-03
5,1,2016-OCT-27,3,29,3,2016-NOV-26,15,13,2017-JAN-03
5,1,2016-OCT-27,4,12,5,2016-NOV-26,4,5,2017-JAN-03
5,1,2016-OCT-27,5,13,10,2016-NOV-26,7,8,2017-JAN-03
5,1,2016-OCT-27,6,18,1,2016-NOV-26,4,3,2017-JAN-03
5,1,2016-OCT-27,7,24,1,2016-NOV-26,9,7,2017-JAN-03
5,1,2016-OCT-27,8,26,10,2016-NOV-26,12,14,2017-JAN-03
5,2,2016-OCT-27,1,87,10,2016-NOV-26,36,28,2017-JAN-03
5,2,2016-OCT-27,2,77,10,2016-NOV-26,22,28,2017-JAN-03
5,2,2016-OCT-27,3,88,5,2016-NOV-26,2,1,2017-JAN-03
5,2,2016-OCT-27,4,86,5,2016-NOV-26,10,6,2017-JAN-03
5,2,2016-OCT-27,5,77,3,2016-NOV-26,7,5,2017-JAN-03
5,2,2016-OCT-27,6,74,1,2016-NOV-26,1,2,2017-JAN-03
5,2,2016-OCT-27,7,69,3,2016-NOV-26,4,5,2017-JAN-03
5,2,2016-OCT-27,8,63,1,2016-NOV-26,5,11,2017-JAN-03
5,3,2016-OCT-27,1,64,1,2016-NOV-26,1,1,2017-JAN-03
5,3,2016-OCT-27,2,63,3,2016-NOV-26,16,11,2017-JAN-03
5,3,2016-OCT-27,3,63,10,2016-NOV-26,4,12,2017-JAN-03
5,3,2016-OCT-27,4,62,10,2016-NOV-26,4,13,2017-JAN-03
5,3,2016-OCT-27,5,60,5,2016-NOV-26,2,3,2017-JAN-03
5,3,2016-OCT-27,6,68,3,2016-NOV-26,10,10,2017-JAN-03
5,3,2016-OCT-27,7,66,5,2016-NOV-26,11,17,2017-JAN-03
5,3,2016-OCT-27,8,65,1,2016-NOV-26,4,10,2017-JAN-03
6,1,2016-OCT-27,1,74,1,2016-NOV-26,3,4,2017-JAN-03
6,1,2016-OCT-27,2,71,5,2016-NOV-26,11,21,2017-JAN-03
6,1,2016-OCT-27,3,65,10,2016-NOV-26,9,19,2017-JAN-03
6,1,2016-OCT-27,4,64,10,2016-NOV-26,8,4,2017-JAN-03
6,1,2016-OCT-27,5,62,5,2016-NOV-26,13,10,2017-JAN-03
6,1,2016-OCT-27,6,88,1,2016-NOV-26,5,5,2017-JAN-03
6,1,2016-OCT-27,7,56,3,2016-NOV-26,2,2,2017-JAN-03
6,1,2016-OCT-27,8,56,3,2016-NOV-26,6,4,2017-JAN-03
6,2,2016-OCT-27,1,63,5,2016-NOV-26,6,5,2017-JAN-03
6,2,2016-OCT-27,2,66,10,2016-NOV-26,6,4,2017-JAN-03
6,2,2016-OCT-27,3,67,5,2016-NOV-26,12,12,2017-JAN-03
6,2,2016-OCT-27,4,67,10,2016-NOV-26,8,4,2017-JAN-03
6,2,2016-OCT-27,5,69,3,2016-NOV-26,1,1,2017-JAN-03
6,2,2016-OCT-27,6,73,3,2016-NOV-26,6,8,2017-JAN-03
6,2,2016-OCT-27,7,58,1,2016-NOV-26,5,2,2017-JAN-03
6,2,2016-OCT-27,8,72,1,2016-NOV-26,5,5,2017-JAN-03
6,3,2016-OCT-27,1,107,10,2016-NOV-26,5,8,2017-JAN-03
6,3,2016-OCT-27,2,108,3,2016-NOV-26,6,11,2017-JAN-03
6,3,2016-OCT-27,3,117,1,2016-NOV-26,3,3,2017-JAN-03
6,3,2016-OCT-27,4,120,5,2016-NOV-26,23,19,2017-JAN-03
6,3,2016-OCT-27,5,95,5,2016-NOV-26,9,9,2017-JAN-03
6,3,2016-OCT-27,6,99,3,2016-NOV-26,4,5,2017-JAN-03
6,3,2016-OCT-27,7,107,10,2016-NOV-26,19,20,2017-JAN-03
6,3,2016-OCT-27,8,107,1,2016-NOV-26,3,3,2017-JAN-03
7,1,2016-OCT-27,1,61,10,2016-NOV-26,6,8,2017-JAN-03
7,1,2016-OCT-27,2,58,1,2016-NOV-26,6,6,2017-JAN-03
7,1,2016-OCT-27,3,71,1,2016-NOV-26,4,1,2017-JAN-03
7,1,2016-OCT-27,4,70,5,2016-NOV-26,7,12,2017-JAN-03
7,1,2016-OCT-27,5,70,3,2016-NOV-26,16,10,2017-JAN-03
7,1,2016-OCT-27,6,70,5,2016-NOV-26,14,18,2017-JAN-03
7,1,2016-OCT-27,7,68,3,2016-NOV-26,16,15,2017-JAN-03
7,1,2016-OCT-27,8,62,10,2016-NOV-26,23,16,2017-JAN-03
7,3,2016-OCT-27,1,103,10,2016-NOV-26,19,14,2017-JAN-03
7,3,2016-OCT-27,2,108,1,2016-NOV-26,3,3,2017-JAN-03
7,3,2016-OCT-27,3,114,5,2016-NOV-26,16,20,2017-JAN-03
7,3,2016-OCT-27,4,112,10,2016-NOV-26,17,12,2017-JAN-03
7,3,2016-OCT-27,5,108,3,2016-NOV-26,11,12,2017-JAN-03
7,3,2016-OCT-27,6,105,5,2016-NOV-26,8,12,2017-JAN-03
7,3,2016-OCT-27,7,104,1,2016-NOV-26,5,6,2017-JAN-03
7,3,2016-OCT-27,8,114,3,2016-NOV-26,10,14,2017-JAN-03
9,1,2016-OCT-27,1,-4,1,2016-NOV-26,1,1,2017-JAN-03
9,1,2016-OCT-27,2,18,10,2016-NOV-26,1,1,2017-JAN-03
9,1,2016-OCT-27,3,18,3,2016-NOV-26,1,1,2017-JAN-03
9,1,2016-OCT-27,4,15,5,2016-NOV-26,17,21,2017-JAN-03
9,1,2016-OCT-27,5,12,10,2016-NOV-26,1,1,2017-JAN-03
9,1,2016-OCT-27,6,14,3,2016-NOV-26,1,1,2017-JAN-03
9,1,2016-OCT-27,7,9,1,2016-NOV-26,9,5,2017-JAN-03
9,1,2016-OCT-27,8,0,5,2016-NOV-26,7,6,2017-JAN-03
9,2,2016-OCT-27,1,16,5,2016-NOV-26,1,1,2017-JAN-03
9,2,2016-OCT-27,2,17,3,2016-NOV-26,9,13,2017-JAN-03
9,2,2016-OCT-27,3,18,1,2016-NOV-26,1,1,2017-JAN-03
9,2,2016-OCT-27,4,21,1,2016-NOV-26,4,4,2017-JAN-03
9,2,2016-OCT-27,5,22,3,2016-NOV-26,10,9,2017-JAN-03
9,2,2016-OCT-27,6,24,5,2016-NOV-26,5,5,2017-JAN-03
9,2,2016-OCT-27,7,31,10,2016-NOV-26,19,17,2017-JAN-03
9,2,2016-OCT-27,8,12,10,2016-NOV-26,19,13,2017-JAN-03
9,3,2016-OCT-27,1,16,5,2016-NOV-26,1,1,2017-JAN-03
9,3,2016-OCT-27,2,14,1,2016-NOV-26,3,5,2017-JAN-03
9,3,2016-OCT-27,3,13,10,2016-NOV-26,36,33,2017-JAN-03
9,3,2016-OCT-27,4,11,5,2016-NOV-26,3,1,2017-JAN-03
9,3,2016-OCT-27,5,8,3,2016-NOV-26,8,6,2017-JAN-03
9,3,2016-OCT-27,6,25,10,2016-NOV-26,10,17,2017-JAN-03
9,3,2016-OCT-27,7,26,3,2016-NOV-26,8,11,2017-JAN-03
9,3,2016-OCT-27,8,24,1,2016-NOV-26,3,3,2017-JAN-03
10,1,2016-OCT-27,1,121,10,2016-NOV-26,4,1,2017-JAN-03
10,1,2016-OCT-27,2,119,3,2016-NOV-26,11,11,2017-JAN-03
10,1,2016-OCT-27,3,118,5,2016-NOV-26,1,1,2017-JAN-03
10,1,2016-OCT-27,4,115,1,2016-NOV-26,1,1,2017-JAN-03
10,1,2016-OCT-27,5,115,5,2016-NOV-26,1,1,2017-JAN-03
10,1,2016-OCT-27,6,115,3,2016-NOV-26,18,14,2017-JAN-03
10,1,2016-OCT-27,7,112,10,2016-NOV-26,6,7,2017-JAN-03
10,1,2016-OCT-27,8,106,1,2016-NOV-26,5,2,2017-JAN-03
10,2,2016-OCT-27,1,6,10,2016-NOV-26,17,15,2017-JAN-03
10,2,2016-OCT-27,2,25,1,2016-NOV-26,2,2,2017-JAN-03
10,2,2016-OCT-27,3,22,5,2016-NOV-26,9,13,2017-JAN-03
10,2,2016-OCT-27,4,18,3,2016-NOV-26,1,1,2017-JAN-03
10,2,2016-OCT-27,5,15,1,2016-NOV-26,3,3,2017-JAN-03
10,2,2016-OCT-27,6,7,3,2016-NOV-26,7,10,2017-JAN-03
10,2,2016-OCT-27,7,15,5,2016-NOV-26,6,7,2017-JAN-03
10,2,2016-OCT-27,8,14,10,2016-NOV-26,26,22,2017-JAN-03
10,3,2016-OCT-27,1,18,5,2016-NOV-26,1,1,2017-JAN-03
10,3,2016-OCT-27,2,8,1,2016-NOV-26,4,4,2017-JAN-03
10,3,2016-OCT-27,3,10,3,2016-NOV-26,3,5,2017-JAN-03
10,3,2016-OCT-27,4,10,3,2016-NOV-26,5,6,2017-JAN-03
10,3,2016-OCT-27,5,12,10,2016-NOV-26,7,2,2017-JAN-03
10,3,2016-OCT-27,6,7,1,2016-NOV-26,2,2,2017-JAN-03
10,3,2016-OCT-27,7,12,10,2016-NOV-26,3,5,2017-JAN-03
10,3,2016-OCT-27,8,18,5,2016-NOV-26,1,1,2017-JAN-03
11,1,2016-OCT-27,1,96,10,2016-NOV-26,6,4,2017-JAN-03
11,1,2016-OCT-27,2,105,10,2016-NOV-26,5,7,2017-JAN-03
11,1,2016-OCT-27,3,107,3,2016-NOV-26,11,19,2017-JAN-03
11,1,2016-OCT-27,4,111,3,2016-NOV-26,7,6,2017-JAN-03
11,1,2016-OCT-27,5,114,1,2016-NOV-26,3,4,2017-JAN-03
11,1,2016-OCT-27,6,115,5,2016-NOV-26,5,3,2017-JAN-03
11,1,2016-OCT-27,7,118,1,2016-NOV-26,5,4,2017-JAN-03
11,1,2016-OCT-27,8,117,5,2016-NOV-26,14,9,2017-JAN-03
11,2,2016-OCT-27,1,-1,1,2016-NOV-26,5,3,2017-JAN-03
11,2,2016-OCT-27,2,20,3,2016-NOV-26,1,1,2017-JAN-03
11,2,2016-OCT-27,3,-3,5,2016-NOV-26,10,11,2017-JAN-03
11,2,2016-OCT-27,4,11,10,2016-NOV-26,9,6,2017-JAN-03
11,2,2016-OCT-27,5,18,1,2016-NOV-26,1,1,2017-JAN-03
11,2,2016-OCT-27,6,18,5,2016-NOV-26,22,21,2017-JAN-03
11,2,2016-OCT-27,7,19,10,2016-NOV-26,8,13,2017-JAN-03
11,2,2016-OCT-27,8,23,3,2016-NOV-26,1,1,2017-JAN-03
11,3,2016-OCT-27,1,16,5,2016-NOV-26,11,8,2017-JAN-03
11,3,2016-OCT-27,2,11,5,2016-NOV-26,18,19,2017-JAN-03
11,3,2016-OCT-27,3,8,1,2016-NOV-26,1,1,2017-JAN-03
11,3,2016-OCT-27,4,10,1,2016-NOV-26,3,3,2017-JAN-03
11,3,2016-OCT-27,5,11,10,2016-NOV-26,5,18,2017-JAN-03
11,3,2016-OCT-27,6,17,3,2016-NOV-26,17,2,2017-JAN-03
11,3,2016-OCT-27,7,21,10,2016-NOV-26,23,21,2017-JAN-03
11,3,2016-OCT-27,8,13,3,2016-NOV-26,8,7,2017-JAN-03
12,1,2016-OCT-27,1,82,3,2016-NOV-26,15,18,2017-JAN-03
12,1,2016-OCT-27,2,81,5,2016-NOV-26,6,8,2017-JAN-03
12,1,2016-OCT-27,3,61,5,2016-NOV-26,10,12,2017-JAN-03
12,1,2016-OCT-27,4,62,10,2016-NOV-26,16,17,2017-JAN-03
